student_id,age,entrance_score,board_percentage,extracurricular_score,admission_probability
10566,20,34,90.65,7,0.445
10567,17,130,69.56,7,0.356
10568,18,0,59.35,2,0.104
10569,20,0,74.53,1,0.196
10570,17,17,82.84,7,0.377
10571,20,414,57.35,4,0.404
10572,17,32,97.75,9,0.531
10573,17,0,94.39,5,0.413
10574,20,46,98.74,10,0.566
10575,19,19,64.35,2,0.153
10576,19,0,73.79,6,0.281
10577,20,115,93.22,8,0.536
10578,18,66,79.42,4,0.33
10579,19,187,91.97,0,0.43
10580,19,28,50.44,3,0.073
10581,19,0,76.04,6,0.298
10582,18,254,95.37,3,0.554
10583,19,74,88.25,9,0.49
10584,18,23,54.53,3,0.102
10585,19,102,89.98,6,0.467
10586,20,0,64.97,5,0.199
10587,18,99,81.81,0,0.297
10588,19,0,68.37,2,0.169
10589,20,146,93.52,5,0.505
10590,20,85,92.66,1,0.385
10591,20,51,96.47,8,0.517
10592,19,196,77.02,0,0.328
10593,18,0,77.93,10,0.384
10594,20,251,56.25,7,0.341
10595,19,0,82.1,2,0.269
10596,17,246,98.31,6,0.625
10597,18,23,92.87,7,0.453
10598,18,0,69.01,6,0.247
10599,20,80,62.5,10,0.326
10600,17,0,67.47,9,0.29
10601,19,214,91.28,9,0.607
10602,19,0,77.52,8,0.345
10603,17,246,62.03,10,0.434
10604,19,0,80.02,5,0.308
10605,20,14,66.71,2,0.167
10606,19,44,80.23,2,0.285
10607,19,193,67.73,0,0.258
10608,18,0,87.72,0,0.273
10609,17,72,74.94,9,0.392
10610,17,213,77,5,0.43
10611,18,0,51.97,0,0.04199
10612,19,0,97.04,1,0.359
10613,17,0,52.62,0,0.04199
10614,20,0,56.38,6,0.155
10615,19,0,54.96,2,0.072
10616,18,0,60.18,4,0.146
10617,20,159,71.51,4,0.335
10618,17,0,52.35,2,0.053
10619,20,0,66.15,9,0.28
10620,18,172,87.97,6,0.5
10621,18,0,84.17,6,0.357
10622,18,294,52.87,7,0.345
10623,20,66,90.72,9,0.503
10624,18,66,69.2,4,0.256
10625,20,121,91.03,4,0.452
10626,18,25,70.45,4,0.237
10627,18,0,96.09,8,0.479
10628,19,1,93.37,3,0.37
10629,19,107,65.55,7,0.312
10630,18,74,80.14,1,0.286
10631,17,33,72.11,9,0.346
10632,18,196,72.78,8,0.442
10633,19,0,72.04,1,0.178
10634,17,0,82.29,2,0.27
10635,17,0,70.49,1,0.166
10636,20,93,82.51,2,0.335
10637,17,0,65.03,4,0.181
10638,18,0,94.86,1,0.343
10639,20,263,95.63,8,0.653
10640,18,188,84.42,8,0.521
10641,18,115,78.92,1,0.305
10642,17,0,81.97,5,0.322
10643,20,0,69.05,1,0.156
10644,19,0,71,0,0.152
10645,20,176,75.46,0,0.303
10646,20,103,65.35,2,0.217
10647,18,0,63.84,1,0.118
10648,17,0,76.45,2,0.228
10649,18,0,82.95,7,0.366
10650,17,0,74.57,1,0.196
10651,19,0,60.54,6,0.185
10652,17,0,68.76,4,0.208
10653,20,0,85.29,1,0.274
10654,19,154,89.19,9,0.551
10655,18,0,87.91,6,0.384
10656,20,62,83.19,0,0.282
10657,20,51,61.65,2,0.155
10658,18,11,70.36,1,0.173
10659,17,112,77.84,4,0.35
10660,18,0,97.98,3,0.402
10661,19,174,59,8,0.327
10662,20,14,80.1,4,0.3
10663,18,133,70.18,7,0.363
10664,19,0,70.9,1,0.169
10665,18,21,87.55,1,0.305
10666,17,195,83.01,5,0.461
10667,18,35,76.54,10,0.397
10668,17,445,53.11,4,0.394
10669,18,199,54.58,3,0.221
10670,18,0,76.13,10,0.371
10671,18,0,92.16,10,0.487
10672,20,0,74.92,0,0.181
10673,18,0,78.2,0,0.204
10674,19,0,99.53,10,0.542
10675,19,21,62.19,6,0.211
10676,19,0,76.38,7,0.318
10677,18,105,88.25,2,0.384
10678,20,0,97.6,1,0.363
10679,17,88,91.2,3,0.412
10680,18,0,76.58,5,0.283
10681,20,6,82.46,6,0.348
10682,18,0,90.52,9,0.457
10683,19,52,67.86,2,0.201
10684,17,0,89.83,2,0.325
10685,19,136,77.17,2,0.325
10686,20,0,66.11,5,0.207
10687,19,187,72.14,5,0.377
10688,19,216,95.95,9,0.642
10689,20,63,79.17,10,0.435
10690,18,118,96.1,1,0.432
10691,18,0,96.84,4,0.412
10692,17,320,83.01,7,0.582
10693,19,68,53.16,8,0.214
10694,19,0,96.2,1,0.353
10695,20,188,87.53,9,0.562
10696,19,0,70.58,0,0.149
10697,17,0,72.76,4,0.237
10698,19,0,51.29,8,0.154
10699,20,31,93.58,8,0.482
10700,17,0,96.32,6,0.445
10701,18,17,55.54,2,0.088
10702,20,0,88.13,9,0.44
10703,18,71,76.66,2,0.277
10704,20,0,57.58,10,0.236
10705,19,0,83.58,5,0.334
10706,19,148,89.28,1,0.403
10707,19,74,77.25,5,0.338
10708,19,0,58.45,2,0.097
10709,20,128,98.27,2,0.473
10710,20,85,74.24,0,0.233
10711,18,0,97.49,4,0.417
10712,20,0,68.83,6,0.245
10713,19,0,77.61,3,0.254
10714,19,86,76.62,4,0.323
10715,18,52,57.73,3,0.145
10716,18,0,96.55,1,0.356
10717,19,0,82.35,7,0.362
10718,18,0,91.73,2,0.339
10719,18,0,51.9,4,0.086
10720,20,0,53.14,6,0.131
10721,18,0,70.05,10,0.327
10722,19,0,98.3,3,0.405
10723,17,20,93.33,2,0.364
10724,17,52,90.7,4,0.403
10725,20,0,88.2,5,0.368
10726,17,0,81.6,0,0.229
10727,20,0,84.5,3,0.305
10728,20,0,69.52,2,0.178
10729,18,0,94.14,5,0.411
10730,20,0,67.09,5,0.214
10731,18,0,69.25,7,0.266
10732,20,0,58.34,5,0.151
10733,17,167,52.07,5,0.218
10734,18,0,60.98,2,0.116
10735,18,0,55.32,4,0.111
10736,20,0,76.48,9,0.355
10737,17,0,65.42,6,0.22
10738,20,196,69.97,10,0.458
10739,17,8,73.24,1,0.192
10740,18,0,65.75,8,0.259
10741,19,0,58.81,2,0.1
10742,17,390,55.41,0,0.301
10743,18,0,94.34,7,0.449
10744,20,156,67.17,5,0.32
10745,20,0,69.92,5,0.235
10746,17,0,92.03,1,0.323
10747,19,0,68.09,9,0.294
10748,19,131,88.02,7,0.491
10749,17,181,60.76,6,0.308
10750,19,0,53.62,1,0.044
10751,19,125,89.1,3,0.422
10752,19,0,78.67,1,0.226
10753,18,0,57.37,6,0.162
10754,18,0,73.75,0,0.172
10755,19,138,89.31,5,0.469
10756,19,0,99.53,5,0.451
10757,17,31,68.48,9,0.318
10758,17,168,70.77,1,0.282
10759,19,0,89.57,10,0.468
10760,20,0,52.54,7,0.145
10761,17,0,79.04,6,0.319
10762,17,0,75.91,1,0.206
10763,20,458,58.68,0,0.371
10764,19,0,73.68,4,0.244
10765,20,0,99.45,9,0.522
10766,20,0,89.92,9,0.453
10767,20,0,74.87,6,0.289
10768,17,499,88.15,3,0.667
10769,18,93,67.34,9,0.351
10770,17,0,56.62,5,0.138
10771,17,77,67.51,1,0.197
10772,20,0,58.34,6,0.169
10773,19,169,74.04,8,0.433
10774,17,160,98.83,6,0.571
10775,17,27,89.42,9,0.467
10776,17,191,84.8,3,0.435
10777,18,0,68.6,6,0.244
10778,18,0,57.82,1,0.074
10779,18,0,84,0,0.246
10780,20,0,56.29,9,0.209
10781,17,23,76.59,10,0.39
10782,19,0,92.26,10,0.488
10783,18,0,94.22,8,0.466
10784,18,0,73.31,10,0.35
10785,20,0,51.45,0,0.04199
10786,20,0,96.66,0,0.338
10787,17,148,77.08,2,0.332
10788,18,545,83.42,2,0.645
10789,17,0,98.46,5,0.442
10790,18,0,55.55,7,0.167
10791,19,0,90.62,3,0.349
10792,18,0,96.67,1,0.357
10793,18,0,56.44,6,0.155
10794,18,0,99.45,9,0.522
10795,18,147,99.08,10,0.636
10796,18,102,61.21,9,0.313
10797,18,2,79.44,7,0.342
10798,19,182,71.62,2,0.315
10799,17,0,88.69,1,0.299
10800,17,112,98.45,8,0.572
10801,19,0,99.53,2,0.396
10802,19,67,78,3,0.302
10803,18,0,86.57,5,0.356
10804,17,16,99.48,8,0.515
10805,19,0,50.44,10,0.182
10806,18,38,57.06,6,0.185
10807,19,0,72.39,5,0.253
10808,17,0,89,2,0.319
10809,17,86,67.35,7,0.311
10810,19,28,70.14,7,0.292
10811,18,0,95.82,5,0.423
10812,19,22,50.77,3,0.074
10813,19,160,62,10,0.376
10814,18,4,99.53,5,0.454
10815,17,175,60.77,9,0.359
10816,17,0,87.39,2,0.307
10817,20,0,54.31,5,0.122
10818,17,0,53.86,0,0.04199
10819,19,0,67.27,10,0.306
10820,20,183,78.39,4,0.402
10821,20,91,83.04,8,0.446
10822,18,151,63.69,0,0.201
10823,17,0,70.02,7,0.272
10824,20,0,97.65,2,0.382
10825,19,100,56.68,2,0.152
10826,18,80,50.44,9,0.217
10827,19,288,72.93,6,0.469
10828,17,158,98.18,9,0.619
10829,19,0,93.16,2,0.349
10830,19,129,63.17,5,0.273
10831,18,145,57.37,0,0.151
10832,18,191,72.51,6,0.401
10833,18,160,99.28,3,0.52
10834,17,0,87.8,6,0.383
10835,17,62,91.24,9,0.504
10836,20,0,67.06,8,0.269
10837,18,111,65.32,3,0.24
10838,17,0,50.78,6,0.114
10839,17,172,76.74,0,0.31
10840,18,126,73.96,6,0.367
10841,20,41,60.69,8,0.25
10842,18,81,55.83,6,0.205
10843,20,0,82.4,9,0.398
10844,18,55,73.81,5,0.3
10845,20,345,84.53,9,0.646
10846,20,634,58.99,6,0.648
10847,17,243,53.17,5,0.277
10848,17,99,58.4,10,0.309
10849,20,0,85.25,0,0.256
10850,20,0,50.44,3,0.055
10851,17,0,82.82,0,0.238
10852,19,0,71.04,10,0.334
10853,20,0,94.72,9,0.488
10854,20,191,77.13,6,0.434
10855,18,0,88.12,9,0.44
10856,20,108,78.12,4,0.349
10857,19,0,79.8,6,0.325
10858,20,0,61.58,1,0.102
10859,17,0,68.15,3,0.186
10860,19,199,90.91,10,0.612
10861,17,0,99.12,7,0.483
10862,18,0,69.59,4,0.214
10863,17,130,75.81,10,0.456
10864,18,0,62.91,8,0.239
10865,20,0,60.19,9,0.237
10866,19,0,78.4,7,0.333
10867,18,0,53.54,8,0.17
10868,18,5,86.65,1,0.287
10869,18,155,55.42,3,0.198
10870,19,235,53.07,1,0.198
10871,18,90,60.41,1,0.154
10872,17,0,94.71,8,0.469
10873,19,25,55.92,9,0.223
10874,20,0,79.63,5,0.305
10875,18,167,72.7,5,0.368
10876,17,0,81.14,3,0.28
10877,17,0,70.07,2,0.182
10878,20,56,73.54,2,0.244
10879,20,128,98.96,9,0.605
10880,17,0,65.38,9,0.275
10881,17,0,58.91,8,0.209
10882,17,10,51.62,2,0.054
10883,18,171,81.67,0,0.345
10884,20,144,56.27,10,0.324
10885,17,0,93.1,8,0.458
10886,20,284,80.56,7,0.54
10887,17,128,89.63,9,0.537
10888,19,0,85.48,3,0.312
10889,18,0,87.61,3,0.327
10890,20,128,99.14,6,0.551
10891,18,147,79.68,4,0.387
10892,18,142,65.44,7,0.334
10893,17,0,80.13,3,0.273
10894,20,0,76.4,3,0.246
10895,18,195,60.38,1,0.224
10896,18,16,65.41,7,0.249
10897,19,0,82.83,5,0.329
10898,19,0,73.5,5,0.261
10899,19,0,65.77,4,0.187
10900,18,0,79.12,2,0.247
10901,17,97,63.75,8,0.31
10902,17,158,99.12,9,0.626
10903,17,0,88.08,7,0.403
10904,19,0,57.64,2,0.091
10905,19,0,67.21,2,0.161
10906,19,34,63.12,8,0.263
10907,20,195,62.73,4,0.296
10908,17,0,61.87,4,0.158
10909,20,0,54.85,1,0.053
10910,20,122,66.27,3,0.254
10911,19,340,52.72,0,0.248
10912,19,0,88.17,1,0.295
10913,17,17,59.24,3,0.133
10914,17,0,55.15,6,0.146
10915,17,81,87.75,9,0.492
10916,19,192,87.62,6,0.511
10917,18,209,70.98,0,0.293
10918,17,144,93.65,8,0.559
10919,17,0,70.66,7,0.277
10920,17,42,75.51,10,0.395
10921,19,0,89.59,6,0.396
10922,19,0,56.6,0,0.047
10923,19,0,52.54,2,0.054
10924,17,78,80.95,6,0.386
10925,17,0,67.98,6,0.239
10926,17,23,61.76,2,0.137
10927,20,153,90.83,8,0.544
10928,19,634,79.76,8,0.73101
10929,18,0,94.47,8,0.468
10930,17,80,72.38,7,0.343
10931,18,13,79.3,1,0.239
10932,20,184,93.23,0,0.437
10933,17,139,71.64,4,0.323
10934,20,0,86.81,0,0.267
10935,18,344,62.11,2,0.355
10936,17,0,50.76,10,0.187
10937,20,90,81.08,10,0.467
10938,19,0,65.85,0,0.115
10939,19,59,60.51,7,0.243
10940,17,0,98.57,3,0.407
10941,18,2,61.75,8,0.231
10942,19,132,95.84,8,0.566
10943,19,47,81.99,1,0.282
10944,17,0,56.78,5,0.14
10945,19,0,93.84,8,0.463
10946,20,0,55.25,2,0.074
10947,20,0,82.42,2,0.271
10948,17,34,67.63,10,0.332
10949,20,165,60.34,1,0.204
10950,19,46,72,7,0.317
10951,17,0,58.39,0,0.06
10952,17,6,95.79,4,0.409
10953,20,94,81.14,3,0.343
10954,17,42,76.71,9,0.385
10955,17,0,84.64,5,0.342
10956,18,0,94.78,9,0.488
10957,19,143,83.89,9,0.505
10958,19,147,97.55,5,0.535
10959,19,83,64.36,3,0.214
10960,20,196,97.85,8,0.624
10961,20,0,84.26,5,0.339
10962,17,154,66.95,2,0.263
10963,17,132,81.14,7,0.442
10964,17,75,83.92,1,0.314
10965,18,0,70.2,5,0.237
10966,18,0,77.28,2,0.234
10967,20,106,55.51,3,0.165
10968,18,0,62.56,9,0.254
10969,17,0,50.44,1,0.04199
10970,20,63,59.92,2,0.15
10971,18,77,97.33,2,0.431
10972,20,0,65.03,0,0.109
10973,20,451,77.52,9,0.666
10974,20,146,79.64,5,0.404
10975,20,114,85.47,5,0.425
10976,17,153,72.4,2,0.302
10977,19,107,56.76,0,0.121
10978,18,0,80.69,4,0.295
10979,19,16,82.09,0,0.243
10980,19,0,70.44,10,0.329
10981,19,0,99.53,8,0.504
10982,18,0,68.67,8,0.28
10983,20,57,51.27,5,0.138
10984,19,0,57.51,1,0.072
10985,20,140,97.32,6,0.546
10986,17,4,87.3,9,0.436
10987,20,181,92.01,1,0.445
10988,18,0,98.19,0,0.349
10989,18,0,85.18,5,0.346
10990,20,223,58.47,4,0.284
10991,18,0,92.31,2,0.343
10992,18,0,60.11,6,0.182
10993,20,0,84.32,2,0.285
10994,20,261,51.63,7,0.314
10995,18,72,66.99,8,0.317
10996,18,0,75.85,10,0.369
10997,17,271,84.92,8,0.581
10998,17,2,92.64,4,0.383
10999,19,0,52.95,9,0.184
11000,18,187,91,4,0.496
11001,20,78,87.4,0,0.324
11002,17,0,90.79,7,0.423
11003,19,16,76.3,9,0.365
11004,19,0,79.3,0,0.212
11005,19,0,55.64,8,0.186
11006,17,24,90.91,7,0.44
11007,18,0,57.28,2,0.089
11008,19,0,79.96,4,0.29
11009,18,0,64.54,1,0.123
11010,20,13,55.79,2,0.087
11011,19,14,61.48,2,0.129
11012,18,108,50.7,2,0.114
11013,17,62,62.16,10,0.311
11014,17,0,71.7,1,0.175
11015,18,0,79.21,3,0.266
11016,18,138,57.88,3,0.204
11017,20,26,64.24,2,0.157
11018,20,197,83.64,7,0.504
11019,17,384,60,3,0.385
11020,19,0,65.99,8,0.261
11021,18,0,78.08,2,0.24
11022,17,176,73.8,3,0.345
11023,19,0,68.9,8,0.282
11024,19,0,83.75,5,0.335
11025,17,197,64.12,2,0.271
11026,18,11,69.47,6,0.257
11027,19,0,77.55,5,0.29
11028,18,0,71,5,0.243
11029,18,0,66.99,0,0.123
11030,17,313,97.9,10,0.73101
11031,17,0,63.17,4,0.168
11032,20,0,67.01,6,0.232
11033,19,0,55.26,6,0.147
11034,17,0,99.34,10,0.539
11035,18,179,90.81,10,0.598
11036,17,136,60.19,8,0.31
11037,18,0,59.97,10,0.253
11038,17,402,69.25,1,0.428
11039,19,634,71.41,4,0.698
11040,19,0,70.36,1,0.166
11041,19,188,71.03,10,0.46
11042,18,0,66.36,8,0.264
11043,18,110,60.31,6,0.257
11044,17,0,63.49,9,0.261
11045,17,0,64.74,0,0.107
11046,18,0,77.36,8,0.343
11047,18,116,53.85,4,0.178
11048,19,0,58.76,2,0.099
11049,17,0,77.33,8,0.343
11050,18,0,65.93,5,0.206
11051,20,190,78.91,7,0.464
11052,20,0,91.86,2,0.34
11053,20,0,93.36,0,0.314
11054,18,169,56.11,2,0.194
11055,17,387,62.14,1,0.366
11056,17,0,85.43,9,0.42
11057,17,190,76.73,1,0.34
11058,20,13,53.84,10,0.218
11059,20,0,95.06,5,0.418
11060,20,0,83.23,3,0.295
11061,19,93,50.8,0,0.068
11062,18,0,63.46,1,0.115
11063,18,0,99.07,6,0.465
11064,20,0,71.64,1,0.175
11065,20,0,60.96,1,0.097
11066,19,0,58.87,3,0.118
11067,20,160,56.33,9,0.317
11068,18,0,85.16,6,0.364
11069,18,0,85.65,8,0.404
11070,20,0,85.39,3,0.311
11071,18,0,95.26,8,0.473
11072,20,0,93.46,10,0.497
11073,18,237,53.08,3,0.236
11074,18,171,58.62,1,0.195
11075,17,64,57.02,0,0.094
11076,19,0,67.43,4,0.199
11077,18,154,68.14,10,0.416
11078,18,0,92.54,7,0.436
11079,19,110,75.49,1,0.277
11080,17,0,85.16,4,0.327
11081,17,550,56.42,7,0.544
11082,20,190,57.2,7,0.307
11083,19,0,53.86,2,0.064
11084,19,0,58.48,4,0.134
11085,17,0,62.4,5,0.18
11086,19,67,78.68,8,0.398
11087,18,0,82.99,6,0.348
11088,19,0,87.42,3,0.326
11089,17,188,88.81,8,0.553
11090,19,0,59.6,9,0.233
11091,19,0,53.72,0,0.04199
11092,18,0,70.44,1,0.166
11093,17,0,97.45,7,0.471
11094,20,0,74.8,2,0.216
11095,19,155,89.92,7,0.521
11096,19,105,94.76,2,0.432
11097,20,75,77.41,10,0.431
11098,19,121,60.73,0,0.159
11099,17,81,87.85,10,0.51
11100,18,13,79.7,3,0.278
11101,20,49,98.28,0,0.383
11102,18,634,79.85,8,0.73101
11103,20,0,95.62,7,0.458
11104,17,144,72.17,7,0.385
11105,18,0,99.47,1,0.377
11106,18,16,71.43,10,0.347
11107,19,227,61.04,10,0.414
11108,17,0,75.93,4,0.26
11109,17,103,50.83,7,0.202
11110,19,253,86.57,5,0.526
11111,18,173,86.22,2,0.415
11112,20,0,93.26,1,0.332
11113,20,0,86.01,9,0.424
11114,18,138,51.8,2,0.142
11115,19,20,94.44,1,0.354
11116,18,37,76.7,10,0.4
11117,18,0,80.45,10,0.402
11118,19,166,70.71,10,0.443
11119,18,0,71.25,2,0.19
11120,17,0,68.91,7,0.264
11121,18,0,89.78,10,0.47
11122,20,0,50.44,3,0.055
11123,18,56,59.08,5,0.194
11124,18,143,87.42,9,0.531
11125,19,0,70.43,7,0.275
11126,17,106,71.19,7,0.352
11127,18,0,81.1,8,0.371
11128,17,108,53.82,2,0.136
11129,20,130,84.49,4,0.41
11130,20,0,88.73,5,0.372
11131,20,66,69.9,10,0.37
11132,17,94,84.78,5,0.406
11133,19,0,72.73,5,0.255
11134,19,0,70.89,10,0.333
11135,20,144,51.2,10,0.287
11136,17,154,99.1,0,0.46
11137,19,0,74.19,0,0.175
11138,17,0,93.65,0,0.317
11139,19,188,70.41,5,0.365
11140,20,0,63.89,1,0.119
11141,17,37,87.89,6,0.409
11142,17,0,88.5,9,0.442
11143,20,0,94.95,7,0.453
11144,17,32,88.2,1,0.317
11145,19,175,85.12,9,0.536
11146,19,1,50.44,2,0.04199
11147,18,0,58.44,5,0.152
11148,20,0,78.78,3,0.263
11149,20,161,78.7,7,0.443
11150,18,0,82.68,2,0.273
11151,17,0,81.66,7,0.357
11152,17,96,55.45,9,0.267
11153,17,197,97.32,2,0.512
11154,20,0,72.52,10,0.345
11155,19,0,86.7,5,0.357
11156,19,0,87.12,3,0.324
11157,17,116,60.68,3,0.21
11158,20,111,70.58,6,0.333
11159,19,0,52.72,8,0.165
11160,20,126,51.38,3,0.149
11161,18,101,57.52,6,0.231
11162,19,0,55.83,10,0.223
11163,19,0,85.86,7,0.387
11164,18,0,74.67,3,0.233
11165,19,5,69.43,0,0.144
11166,18,0,58.31,10,0.241
11167,20,38,69.69,1,0.186
11168,19,0,90.22,1,0.31
11169,19,132,96.03,6,0.532
11170,19,61,69.46,3,0.236
11171,18,74,85.69,1,0.327
11172,20,121,92.32,0,0.388
11173,17,0,69.72,1,0.161
11174,19,32,64.34,5,0.216
11175,17,29,68.45,5,0.244
11176,18,0,70.85,0,0.151
11177,19,0,86.16,10,0.444
11178,18,120,64.01,1,0.2
11179,20,0,57.39,2,0.09
11180,19,0,78.38,4,0.278
11181,18,100,51.01,3,0.129
11182,18,131,74.21,10,0.445
11183,19,0,85.29,2,0.292
11184,20,3,63.14,2,0.133
11185,18,126,50.78,5,0.181
11186,19,0,94.29,0,0.321
11187,19,0,68.26,6,0.241
11188,17,148,66.68,8,0.366
11189,20,0,85.22,0,0.255
11190,19,634,58.51,7,0.664
11191,17,0,84.52,7,0.377
11192,19,0,80.62,10,0.403
11193,19,0,60.67,2,0.113
11194,20,0,68.22,9,0.295
11195,17,0,95.45,1,0.348
11196,18,40,85.32,10,0.464
11197,17,159,91.58,5,0.499
11198,19,634,71.16,8,0.73101
11199,19,66,81.67,9,0.437
11200,18,634,65.47,9,0.73101
11201,20,0,71.81,9,0.321
11202,19,0,98.81,8,0.499
11203,18,0,82.49,6,0.344
11204,17,111,61.28,6,0.265
11205,18,18,84.66,6,0.372
11206,20,0,99.53,0,0.361
11207,18,147,84.74,8,0.496
11208,20,0,80.94,5,0.315
11209,19,0,81.16,5,0.317
11210,19,95,86.53,8,0.474
11211,18,54,98.74,9,0.553
11212,19,57,50.44,4,0.111
11213,17,101,57.6,3,0.177
11214,17,110,84.23,9,0.486
11215,18,93,52.84,0,0.083
11216,19,114,89.68,10,0.546
11217,19,0,63.15,5,0.186
11218,18,143,88.71,4,0.45
11219,18,0,93.67,6,0.426
11220,19,151,60.35,6,0.285
11221,19,0,95.66,5,0.422
11222,17,100,55.56,3,0.162
11223,18,192,63.16,0,0.224
11224,19,167,64.46,6,0.326
11225,20,122,68.06,0,0.213
11226,18,0,85.56,1,0.276
11227,20,75,59.36,6,0.227
11228,19,0,71.88,7,0.285
11229,18,105,93.72,4,0.46
11230,19,0,51.81,10,0.194
11231,20,0,78.5,2,0.243
11232,17,51,80.69,3,0.311
11233,17,187,64.11,0,0.228
11234,18,108,89.84,1,0.38
11235,17,23,97.18,2,0.394
11236,20,38,67.27,0,0.151
11237,20,8,92.09,9,0.474
11238,19,51,62.13,6,0.231
11239,20,49,61.88,7,0.246
11240,17,99,77.74,8,0.413
11241,19,229,76.58,9,0.51
11242,18,0,95.47,1,0.348
11243,18,0,72.57,6,0.272
11244,18,0,78.3,5,0.296
11245,19,59,67.24,4,0.237
11246,19,0,61.02,6,0.188
11247,17,299,85.4,5,0.549
11248,19,0,53.13,8,0.168
11249,20,0,93.09,4,0.385
11250,17,0,95.75,7,0.459
11251,20,16,76.4,2,0.238
11252,19,36,53.83,9,0.215
11253,18,195,66.75,1,0.271
11254,19,209,52.98,9,0.325
11255,19,169,61.59,7,0.325
11256,20,0,82.55,2,0.272
11257,17,172,51.36,6,0.234
11258,17,0,62.59,3,0.145
11259,19,0,80.27,2,0.256
11260,18,0,91.12,0,0.298
11261,17,71,84.56,1,0.316
11262,18,130,80.59,10,0.491
11263,19,89,58.74,9,0.286
11264,17,62,89.05,7,0.452
11265,20,11,63.59,0,0.106
11266,18,139,87.74,10,0.549
11267,17,0,68.12,6,0.24
11268,17,0,72.23,0,0.161
11269,20,0,94.76,0,0.325
11270,17,61,58.36,4,0.174
11271,18,129,80.35,6,0.416
11272,19,24,89.75,10,0.486
11273,19,142,61.55,7,0.306
11274,18,273,70.04,6,0.438
11275,17,78,65.36,1,0.182
11276,19,112,87.72,7,0.476
11277,18,0,80.71,6,0.331
11278,17,114,74.11,9,0.415
11279,17,165,92.7,10,0.602
11280,19,97,65.54,3,0.232
11281,17,39,60.39,8,0.246
11282,18,0,89.22,3,0.339
11283,17,0,66.26,2,0.154
11284,20,87,70.29,9,0.369
11285,19,0,77.6,7,0.327
11286,20,0,99.19,7,0.484
11287,17,0,67.35,7,0.253
11288,18,0,81.85,4,0.303
11289,18,145,95.7,7,0.556
11290,19,109,63.86,0,0.174
11291,20,0,89.53,7,0.414
11292,17,0,86.88,7,0.394
11293,20,55,88.81,6,0.427
11294,19,634,90.65,8,0.73101
11295,20,173,72.15,5,0.368
11296,17,0,56.74,0,0.049
11297,20,106,75.88,6,0.368
11298,18,160,59,4,0.245
11299,18,30,57.28,6,0.182
11300,17,0,73.9,3,0.228
11301,20,150,63.36,0,0.198
11302,20,0,69.62,7,0.269
11303,17,0,59.67,2,0.106
11304,18,38,92.57,10,0.516
11305,19,0,86.43,1,0.282
11306,19,0,81.67,2,0.266
11307,17,0,55.09,9,0.2
11308,18,589,65.76,2,0.547
11309,18,48,81.52,3,0.315
11310,18,0,60.12,1,0.091
11311,20,0,91.79,6,0.412
11312,17,0,93.77,9,0.481
11313,19,108,77.92,3,0.329
11314,20,0,56.62,6,0.157
11315,20,0,60.97,4,0.152
11316,20,0,51.04,5,0.098
11317,17,526,64.27,3,0.512
11318,17,0,90.53,5,0.385
11319,20,4,65.07,8,0.257
11320,19,0,90.71,5,0.386
11321,19,0,93.06,5,0.403
11322,18,0,92.83,10,0.492
11323,19,0,91.57,4,0.374
11324,17,0,59.77,7,0.198
11325,18,36,80.66,10,0.428
11326,19,44,71.24,7,0.31
11327,17,41,61.23,8,0.254
11328,17,157,95.99,0,0.439
11329,17,634,98.19,5,0.73101
11330,17,0,68.82,10,0.318
11331,20,83,92.06,1,0.379
11332,19,0,99.53,5,0.451
11333,20,151,97.36,2,0.481
11334,18,45,62.94,0,0.124
11335,19,0,51.12,7,0.135
11336,20,0,59.43,8,0.213
11337,18,76,58.77,6,0.223
11338,19,0,63.42,7,0.224
11339,19,32,68.8,0,0.158
11340,20,116,90.39,7,0.498
11341,20,57,67.34,2,0.2
11342,19,139,95.08,4,0.493
11343,19,202,84.06,5,0.474
11344,20,0,54.25,5,0.121
11345,19,123,99.23,1,0.458
11346,18,0,63.88,7,0.227
11347,19,133,85.19,6,0.454
11348,19,634,89.76,0,0.73101
11349,17,634,68.73,8,0.712
11350,19,565,94.28,3,0.73101
11351,19,0,90.49,4,0.366
11352,20,0,88.5,9,0.442
11353,19,6,94.21,9,0.488
11354,17,0,67.31,1,0.143
11355,20,104,86.48,2,0.371
11356,19,196,74.53,3,0.364
11357,18,29,84.6,2,0.307
11358,20,111,86.91,0,0.342
11359,18,0,81.72,5,0.321
11360,18,0,92.31,2,0.343
11361,20,45,62.06,5,0.208
11362,20,0,51.45,5,0.101
11363,19,0,83.1,3,0.294
11364,18,0,53.27,9,0.187
11365,20,142,62.74,1,0.206
11366,17,0,58.7,7,0.19
11367,19,0,67.32,3,0.18
11368,19,97,99.49,6,0.533
11369,20,175,84.61,6,0.478
11370,18,13,51.81,8,0.167
11371,20,22,98.75,10,0.55
11372,17,0,97.81,6,0.456
11373,20,196,85.71,0,0.391
11374,17,170,89.05,0,0.398
11375,19,0,58.43,4,0.133
11376,17,101,76.79,6,0.371
11377,20,0,72.88,7,0.293
11378,20,0,82.98,8,0.384
11379,17,0,86.71,7,0.393
11380,20,188,62.86,8,0.365
11381,18,116,64.2,8,0.326
11382,19,0,93.72,2,0.353
11383,17,0,63.78,3,0.154
11384,17,0,67.69,6,0.237
11385,17,0,85.34,1,0.274
11386,19,0,85.83,2,0.296
11387,19,0,68.94,0,0.137
