student_id,age,entrance_score,board_percentage,extracurricular_score,admission_probability,Topsis Score,Rank
14509.0,19,188,63.51,8,0.369,0.3880343572117718,2757
14510.0,19,0,92.09,3,0.36,0.199677193470575,17068
14511.0,19,0,81.9,4,0.304,0.18819457575188397,17949
14512.0,17,243,76.35,0,0.354,0.3633698221548539,3583
14513.0,18,147,87.31,5,0.46,0.3393569616575716,4590
14514.0,18,0,80.95,3,0.279,0.16372709983237305,19912
14515.0,18,14,79.32,8,0.367,0.2736526988326895,10100
14516.0,20,6,80.25,8,0.368,0.2724291046774322,10226
14517.0,20,0,88.4,2,0.315,0.17193007725310838,19345
14518.0,19,239,81.92,8,0.537,0.47781916126340046,1355
14519.0,18,12,86.81,7,0.402,0.26787158503867187,10726
14520.0,17,243,83.24,4,0.477,0.4269246025430565,1870
14521.0,20,195,57.03,0,0.182,0.26970982938037774,10523
14522.0,20,0,83.54,9,0.406,0.29524316598157185,7972
14523.0,18,0,99.53,1,0.381,0.19615627632088123,17332
14524.0,20,237,60.94,8,0.384,0.43978243458952665,1677
14525.0,20,0,76.06,10,0.37,0.3017265600106384,7395
14526.0,19,0,72.03,6,0.268,0.20926534313634396,16207
14527.0,17,162,72.58,7,0.4,0.3585687430475667,3781
14528.0,17,0,87.57,9,0.436,0.3017451971185991,7393
14529.0,20,118,61.0,0,0.159,0.1742473240364586,19190
14530.0,19,0,97.19,7,0.469,0.28531010046840083,8899
14531.0,17,0,73.89,2,0.209,0.11887537668563283,22404
14532.0,17,97,88.06,6,0.45,0.3099693380985748,6639
14533.0,20,0,60.41,1,0.093,0.05697351166186229,24321
14534.0,18,79,92.77,4,0.436,0.27095301042846237,10392
14535.0,18,0,71.65,4,0.229,0.1593841218133185,20177
14536.0,19,120,71.0,3,0.287,0.2358521797492939,13808
14537.0,18,82,59.98,7,0.254,0.25945662569392086,11569
14538.0,20,0,92.97,1,0.33,0.17390777541910932,19209
14539.0,19,36,94.32,5,0.436,0.2615304955404115,11343
14540.0,18,0,83.54,6,0.352,0.23442636289150512,13937
14541.0,18,0,83.79,10,0.426,0.31329361662288807,6404
14542.0,20,0,78.96,4,0.282,0.18073959069522616,18598
14543.0,19,0,71.69,3,0.212,0.1361682428905365,21581
14544.0,20,0,86.54,3,0.319,0.18291956214443894,18404
14545.0,18,9,56.36,6,0.161,0.18526441650985764,18219
14546.0,17,0,73.15,2,0.204,0.11643410562836677,22496
14547.0,20,0,90.79,9,0.459,0.30840062396594203,6765
14548.0,17,0,73.79,7,0.299,0.23506027744208483,13885
14549.0,20,103,95.48,3,0.454,0.28509203855838616,8925
14550.0,19,103,85.03,10,0.505,0.3797503140618903,3025
14551.0,17,130,66.3,5,0.296,0.2734596774935543,10119
14552.0,20,0,76.14,3,0.244,0.15074429664911007,20807
14553.0,17,37,76.78,5,0.31,0.21534420601745002,15704
14554.0,18,0,65.82,2,0.151,0.09260605221978827,23419
14555.0,18,0,86.44,1,0.282,0.14830133973870158,20949
14556.0,19,25,86.12,5,0.369,0.2329599830208943,14086
14557.0,19,190,85.28,5,0.474,0.3827911755351518,2937
14558.0,19,94,78.05,4,0.339,0.24470256573514818,13060
14559.0,18,55,90.98,10,0.516,0.35569764419852984,3896
14560.0,19,256,68.91,8,0.454,0.4755429971344624,1368
14561.0,17,0,86.07,8,0.407,0.2801531563904567,9424
14562.0,19,0,85.5,0,0.257,0.13504553103621697,21636
14563.0,17,0,64.35,3,0.158,0.11452916428143992,22565
14564.0,17,11,83.53,5,0.341,0.21802831569655978,15452
14565.0,19,0,59.24,0,0.067,0.03266902787222471,24772
14566.0,17,0,66.36,10,0.3,0.286909210136498,8724
14567.0,20,177,79.01,4,0.402,0.33875818723675677,4631
14568.0,17,160,72.84,10,0.455,0.40816390919536427,2223
14569.0,17,142,81.09,7,0.448,0.3549116642299886,3923
14570.0,20,0,89.4,4,0.358,0.21039568857148272,16111
14571.0,17,0,84.88,10,0.434,0.3149475196771268,6287
14572.0,20,0,61.36,0,0.082,0.04559603435010818,24502
14573.0,18,0,65.32,4,0.183,0.14415162296106335,21161
14574.0,20,0,77.75,8,0.346,0.26515683200208107,10983
14575.0,20,0,96.59,0,0.338,0.1767469396618793,18982
14576.0,17,0,51.73,2,0.048,0.06294550534736648,24228
14577.0,18,0,72.45,4,0.235,0.16150635992056198,20046
14578.0,19,0,55.58,6,0.149,0.18187660829310887,18492
14579.0,20,0,58.66,1,0.081,0.05256207372091929,24375
14580.0,17,158,84.55,5,0.448,0.3447953430486766,4346
14581.0,17,180,77.4,9,0.483,0.4196921560995909,2003
14582.0,18,467,80.04,6,0.641,0.7324105599890756,591
14583.0,17,71,56.92,3,0.152,0.14887471411572584,20931
14584.0,18,19,51.73,3,0.079,0.09972686701801721,23123
14585.0,17,0,67.68,6,0.237,0.2000568347908677,17029
14586.0,20,32,86.17,0,0.284,0.15655401211606113,20370
14587.0,20,88,52.82,1,0.097,0.13013715161784348,21878
14588.0,17,0,61.71,10,0.266,0.28087855052516614,9350
14589.0,19,0,58.4,10,0.242,0.27743654514670063,9724
14590.0,19,166,78.91,9,0.485,0.4088683378536193,2209
14591.0,19,0,93.89,5,0.409,0.24093174552831323,13373
14592.0,20,101,75.4,8,0.397,0.3252855966757461,5456
14593.0,19,127,85.75,1,0.363,0.25465197092100056,12059
14594.0,19,189,68.82,2,0.3,0.301920887633446,7375
14595.0,17,114,99.35,8,0.58,0.3828397804490485,2935
14596.0,17,177,68.92,9,0.419,0.40195851549903,2385
14597.0,19,0,51.12,8,0.153,0.22623873565857067,14759
14598.0,20,144,92.82,1,0.426,0.29359435771205494,8111
14599.0,18,103,95.9,2,0.438,0.2707184552816624,10427
14600.0,19,447,75.79,4,0.56,0.6682813246100558,786
14601.0,17,0,51.74,1,0.04199,0.03223924976736852,24783
14602.0,18,0,65.11,10,0.291,0.2854132389789298,8883
14603.0,20,145,75.12,10,0.461,0.39881323710196065,2459
14604.0,19,160,59.75,3,0.233,0.2610734592232676,11390
14605.0,17,140,76.42,5,0.376,0.3064035890526774,6960
14606.0,20,126,76.05,0,0.274,0.21833614657588316,15429
14607.0,20,179,51.88,1,0.152,0.24962268719412398,12603
14608.0,18,17,55.66,7,0.179,0.21283907983779354,15911
14609.0,18,0,70.4,10,0.329,0.2926320152063666,8200
14610.0,19,57,90.29,8,0.476,0.3213948412659453,5793
14611.0,20,67,77.07,5,0.332,0.23934186973442206,13517
14612.0,18,37,83.43,4,0.34,0.21206992053782037,15974
14613.0,17,0,58.16,3,0.113,0.10119353187886458,23059
14614.0,17,0,65.97,8,0.261,0.24411091364452164,13116
14615.0,20,379,96.47,7,0.719,0.6558881421935746,816
14616.0,20,0,87.01,7,0.395,0.26347027879800605,11149
14617.0,20,187,94.74,6,0.559,0.414656217032132,2083
14618.0,17,151,80.92,3,0.38,0.29576976296030266,7927
14619.0,17,172,61.06,5,0.286,0.3113874824949669,6528
14620.0,18,158,88.96,2,0.425,0.31018648516363323,6620
14621.0,17,173,76.16,9,0.469,0.4103801137373598,2184
14622.0,18,113,68.43,5,0.3,0.2601864375886078,11493
14623.0,19,0,89.01,7,0.41,0.2673810978779063,10757
14624.0,18,0,78.91,3,0.264,0.15723029460630575,20329
14625.0,17,96,69.96,7,0.336,0.28914958086567905,8523
14626.0,18,0,67.55,6,0.236,0.20002053712625437,17034
14627.0,19,0,60.11,1,0.091,0.05168538792377526,24390
14628.0,19,154,63.36,10,0.382,0.38788337224888786,2760
14629.0,18,429,68.69,6,0.533,0.666735940034853,790
14630.0,18,0,92.49,1,0.326,0.17034047571356065,19470
14631.0,19,0,88.39,5,0.369,0.2264169966795034,14738
14632.0,17,0,64.86,6,0.216,0.19480401712607692,17441
14633.0,20,412,99.53,8,0.73101,0.7047957153053526,682
14634.0,20,611,90.94,1,0.726,0.7542648737377148,505
14635.0,17,48,90.03,1,0.341,0.19046583036559592,17768
14636.0,20,14,65.17,0,0.119,0.06515024306651528,24157
14637.0,17,149,67.78,6,0.338,0.3166322813856866,6164
14638.0,18,140,90.98,10,0.573,0.42021966838743907,1991
14639.0,19,0,57.35,3,0.107,0.10156102408776041,23036
14640.0,18,0,82.87,8,0.383,0.2739112790619519,10070
14641.0,17,0,73.09,9,0.331,0.2767475741831551,9796
14642.0,17,0,94.42,2,0.358,0.1902036502997421,17790
14643.0,19,429,87.14,1,0.576,0.6129245981635637,917
14644.0,17,49,81.26,2,0.296,0.17545625096911036,19096
14645.0,18,0,94.4,3,0.376,0.20614473985744272,16500
14646.0,18,0,93.74,0,0.317,0.16485803150975575,19833
14647.0,20,0,97.23,9,0.506,0.3203499540009388,5882
14648.0,20,113,56.8,6,0.234,0.26055905495847476,11440
14649.0,20,97,75.09,9,0.41,0.34039706923898055,4522
14650.0,19,161,85.51,10,0.547,0.4303017679602224,1819
14651.0,19,0,73.7,0,0.172,0.08905178954744783,23508
14652.0,18,49,87.3,3,0.358,0.2130528962802187,15891
14653.0,17,7,71.64,0,0.161,0.08103428061950678,23710
14654.0,20,487,56.33,4,0.446,0.6764175739418283,768
14655.0,18,0,76.34,5,0.282,0.19524211377565967,17407
14656.0,18,0,53.05,2,0.058,0.06451867015770144,24176
14657.0,17,46,91.72,3,0.388,0.22445633178991303,14921
14658.0,18,0,52.5,10,0.199,0.27092154137427243,10394
14659.0,19,0,96.44,10,0.518,0.3348369035592268,4887
14660.0,18,0,60.69,10,0.259,0.2798542475166739,9457
14661.0,19,0,82.58,10,0.418,0.311734042056838,6509
14662.0,17,257,92.03,5,0.569,0.4749077728699076,1375
14663.0,17,0,95.08,9,0.49,0.3154791338574723,6243
14664.0,20,137,73.48,1,0.28,0.2346348674694282,13920
14665.0,18,0,54.04,9,0.192,0.2511927363825359,12417
14666.0,18,70,79.93,8,0.409,0.30902851585583285,6718
14667.0,18,0,76.86,5,0.285,0.1963145155033545,17318
14668.0,19,43,57.98,7,0.214,0.22977581388053375,14385
14669.0,19,5,62.79,9,0.259,0.2638928011273384,11103
14670.0,18,0,92.73,1,0.328,0.17128551506618134,19388
14671.0,20,38,76.84,1,0.238,0.13765109943171888,21513
14672.0,20,2,69.86,10,0.327,0.29351702586269296,8119
14673.0,17,190,88.96,3,0.465,0.36077011409991444,3687
14674.0,19,0,81.67,10,0.411,0.31019261105207085,6619
14675.0,20,62,63.27,1,0.156,0.11746150004211264,22456
14676.0,18,0,81.12,0,0.226,0.1174505726448414,22458
14677.0,17,0,68.23,6,0.241,0.20110540055065648,16955
14678.0,17,186,89.25,0,0.41,0.3212003078455775,5805
14679.0,19,75,78.69,7,0.385,0.2905114317833824,8384
14680.0,20,0,51.0,9,0.17,0.24918514933846814,12649
14681.0,17,93,64.38,1,0.185,0.15506900241524474,20488
14682.0,19,24,85.97,2,0.313,0.17465115162668413,19156
14683.0,18,20,66.26,4,0.204,0.15500419151327927,20490
14684.0,18,0,60.94,5,0.17,0.16259522342803112,19981
14685.0,19,0,90.01,7,0.417,0.2695059202237047,10546
14686.0,20,46,98.94,5,0.477,0.2810573211010617,9331
14687.0,17,0,52.59,7,0.145,0.2030162073435789,16771
14688.0,17,565,55.5,2,0.456,0.7033376560138463,688
14689.0,18,190,58.06,0,0.186,0.26337756408402896,11160
14690.0,18,156,55.45,5,0.235,0.28309333414395,9116
14691.0,19,0,56.97,7,0.177,0.2086066863809284,16273
14692.0,19,0,50.67,2,0.04199,0.06563848835424023,24132
14693.0,17,59,62.86,5,0.223,0.19857490248195805,17154
14694.0,18,0,65.01,10,0.29,0.2852399095420881,8904
14695.0,19,71,73.14,4,0.288,0.21031328204050573,16121
14696.0,18,0,62.37,0,0.089,0.039940024293532106,24623
14697.0,19,48,64.66,8,0.284,0.26654045460643216,10846
14698.0,18,151,52.78,7,0.248,0.3122498038618187,6475
14699.0,18,169,95.88,7,0.574,0.4123301589193661,2135
14700.0,17,17,55.84,10,0.235,0.28097961544545325,9340
14701.0,17,28,61.25,8,0.245,0.24928617717817755,12635
14702.0,17,91,63.21,5,0.248,0.22728616124295487,14629
14703.0,19,634,92.43,3,0.73101,0.8043097640934543,333
14704.0,17,9,73.34,9,0.338,0.28090338192573056,9346
14705.0,19,0,66.98,3,0.177,0.12274521873107659,22263
14706.0,20,0,65.59,9,0.276,0.26630774515986444,10874
14707.0,19,76,75.78,8,0.383,0.3056761477903887,7011
14708.0,19,176,55.18,1,0.174,0.24920133906056918,12646
14709.0,17,0,95.93,3,0.388,0.21098656496246154,16068
14710.0,18,340,69.92,1,0.391,0.48393640348921607,1316
14711.0,20,0,67.73,8,0.274,0.2480664423711758,12757
14712.0,18,0,82.2,4,0.306,0.18840439796210146,17927
14713.0,20,0,61.82,1,0.104,0.06130855989846121,24254
14714.0,19,69,80.2,4,0.338,0.22770967667568068,14593
14715.0,18,247,89.14,10,0.632,0.5227477754297196,1165
14716.0,17,0,86.68,10,0.447,0.3179134603394411,6065
14717.0,17,0,74.58,5,0.269,0.19070044463410402,17753
14718.0,18,33,68.05,5,0.244,0.1920892013918849,17647
14719.0,18,34,79.47,7,0.363,0.26376548582375836,11116
14720.0,19,29,87.83,8,0.439,0.2988432412515167,7662
14721.0,19,166,63.89,9,0.376,0.38314005590730543,2926
14722.0,18,21,56.66,0,0.062,0.03563055879742714,24702
14723.0,19,0,82.67,5,0.328,0.21168256884175013,16002
14724.0,20,0,58.38,8,0.206,0.23476877260371545,13913
14725.0,19,129,68.41,0,0.22,0.20246418021423293,16830
14726.0,20,0,60.14,9,0.237,0.25914683982311115,11602
14727.0,18,0,72.88,9,0.329,0.27648943581012886,9824
14728.0,20,21,80.47,4,0.308,0.1953028776744485,17400
14729.0,18,0,72.03,5,0.25,0.18483995759199934,18254
14730.0,17,140,56.64,5,0.233,0.2664797883971752,10850
14731.0,17,142,52.74,0,0.115,0.19230305314908563,17634
14732.0,17,53,63.04,5,0.221,0.1945607985817802,17467
14733.0,20,0,60.36,8,0.22,0.23724612621773075,13690
14734.0,17,34,87.64,2,0.332,0.1859979607410905,18156
14735.0,20,0,64.3,1,0.122,0.06929703871808664,24027
14736.0,20,0,67.98,4,0.203,0.15251615139023286,20657
14737.0,18,0,69.71,0,0.143,0.07097963818708929,23971
14738.0,20,203,85.13,5,0.482,0.3981001543737693,2477
14739.0,20,549,74.45,7,0.674,0.8362535523728832,236
14740.0,20,418,60.0,2,0.39,0.5740230814265999,1004
14741.0,18,0,58.9,6,0.173,0.18559876794884894,18185
14742.0,18,101,65.62,10,0.362,0.3457508952451664,4304
14743.0,17,100,71.48,0,0.223,0.17249545893435148,19305
14744.0,20,627,68.23,3,0.609,0.7829440337308827,402
14745.0,20,75,79.36,6,0.372,0.27218987460282335,10253
14746.0,19,164,85.93,5,0.462,0.35507336081850754,3916
14747.0,17,0,87.53,0,0.272,0.1416577135836274,21299
14748.0,20,81,69.83,1,0.216,0.15748133675044942,20311
14749.0,18,147,72.94,6,0.374,0.3251655020837882,5462
14750.0,19,0,97.63,10,0.527,0.33693850724903684,4756
14751.0,19,0,81.03,2,0.261,0.1451599139126407,21115
14752.0,17,0,80.11,8,0.363,0.2684765278230168,10658
14753.0,17,0,78.99,6,0.319,0.223755699741791,14965
14754.0,17,0,52.68,0,0.04199,0.005650369307876262,24987
14755.0,20,286,55.07,3,0.283,0.4171383726076109,2042
14756.0,20,0,63.81,5,0.191,0.16950154132125878,19527
14757.0,18,0,91.66,3,0.357,0.19781938363495422,17204
14758.0,18,0,72.99,4,0.239,0.16294072733004425,19960
14759.0,18,0,83.71,9,0.408,0.2949595170587795,7994
14760.0,18,0,58.59,8,0.207,0.2338987838667468,13992
14761.0,19,0,74.44,3,0.231,0.14405760895673916,21166
14762.0,18,0,90.85,1,0.314,0.16442388465845448,19870
14763.0,19,0,98.23,8,0.495,0.305010779115887,7077
14764.0,18,0,51.82,2,0.049,0.06375409056175278,24204
14765.0,19,34,66.94,5,0.236,0.19071910557820362,17752
14766.0,20,0,65.44,8,0.257,0.2444591336571471,13090
14767.0,17,40,71.49,2,0.219,0.13508690059841585,21633
14768.0,17,92,87.93,1,0.355,0.22286632529105196,15040
14769.0,19,0,52.64,2,0.055,0.06637421016324088,24101
14770.0,17,0,96.66,8,0.484,0.301463279153713,7414
14771.0,17,183,92.71,9,0.596,0.44894430351014525,1582
14772.0,20,0,53.62,9,0.189,0.2516927517955078,12366
14773.0,18,183,66.85,2,0.281,0.28953817451718344,8481
14774.0,19,0,75.37,3,0.238,0.1469561163558844,21023
14775.0,20,97,78.61,7,0.4,0.3090085149271739,6719
14776.0,17,0,82.06,8,0.378,0.2723677876650126,10237
14777.0,18,0,75.15,0,0.182,0.0932786565602674,23394
14778.0,17,0,89.85,2,0.325,0.17474514450380316,19148
14779.0,18,152,97.13,9,0.607,0.42703484540995945,1868
14780.0,17,75,69.98,6,0.304,0.24986863091702916,12583
14781.0,20,108,78.52,9,0.443,0.35563092467093815,3899
14782.0,18,160,93.31,1,0.44,0.3115558502751696,6516
14783.0,17,0,89.56,4,0.359,0.2092910704559959,16203
14784.0,17,0,63.03,4,0.167,0.13910117992416376,21434
14785.0,17,0,51.74,6,0.121,0.17695761101612054,18959
14786.0,17,164,81.25,1,0.355,0.2855774939584002,8864
14787.0,17,0,70.6,7,0.276,0.22910353497798347,14464
14788.0,19,634,51.04,8,0.586,0.8545824972509138,175
14789.0,20,69,50.7,5,0.142,0.18893972354648667,17879
14790.0,20,623,95.39,6,0.73101,0.8777142197033284,126
14791.0,20,169,54.55,0,0.146,0.23215503341544333,14164
14792.0,20,0,90.9,0,0.297,0.15662952717406683,20367
14793.0,18,0,87.02,6,0.377,0.24258380993893375,13243
14794.0,18,440,78.23,9,0.664,0.73302482444442,584
14795.0,19,180,89.96,1,0.429,0.32656946804185727,5366
14796.0,18,168,80.84,7,0.464,0.38146451937845915,2974
14797.0,19,0,76.25,3,0.245,0.14983849068413288,20873
14798.0,20,0,52.93,0,0.04199,0.031039957447909116,24807
14799.0,17,136,57.33,5,0.235,0.26309074488255774,11200
14800.0,20,184,85.25,9,0.543,0.4382310705768826,1691
14801.0,20,199,84.44,4,0.456,0.3767993706142896,3118
14802.0,19,0,84.18,3,0.302,0.17449950374327275,19164
14803.0,18,0,84.35,9,0.412,0.29597377585238416,7912
14804.0,18,0,78.01,0,0.203,0.10493606321895799,22934
14805.0,17,0,85.28,6,0.365,0.23842246632798983,13598
14806.0,18,0,73.43,1,0.188,0.09872179445061806,23159
14807.0,19,0,70.44,0,0.148,0.0757570488975751,23834
14808.0,19,63,51.81,10,0.237,0.30096752534954746,7454
14809.0,17,156,88.0,7,0.508,0.3832251663457789,2925
14810.0,19,93,68.56,6,0.306,0.2630056957232599,11209
14811.0,20,164,94.78,4,0.508,0.3602887525247972,3704
14812.0,17,0,66.78,10,0.303,0.28746902488107423,8677
14813.0,17,0,75.32,10,0.365,0.29980834861197414,7572
14814.0,20,0,91.0,10,0.479,0.32603744457935624,5400
14815.0,19,0,96.4,10,0.518,0.3348227679812867,4888
14816.0,19,0,91.75,2,0.339,0.18216096256699849,18456
14817.0,20,0,89.78,10,0.47,0.32395924558242917,5574
14818.0,19,29,61.99,2,0.142,0.09840427531687318,23168
14819.0,19,100,52.97,0,0.088,0.1371973775554809,21534
14820.0,17,114,66.6,7,0.324,0.29886945518647523,7658
14821.0,20,94,60.36,5,0.229,0.2262400229456508,14758
14822.0,20,188,91.4,4,0.499,0.37915699600403435,3046
14823.0,18,109,98.59,6,0.535,0.3454001516101238,4317
14824.0,19,0,53.63,1,0.044,0.03867060368004088,24643
14825.0,19,0,85.43,2,0.293,0.16047676633337937,20114
14826.0,17,0,85.82,3,0.314,0.17884622902623734,18783
14827.0,17,0,53.39,0,0.04199,0.00742959804766129,24984
14828.0,19,0,87.13,0,0.269,0.14125419061081085,21319
14829.0,19,120,99.21,3,0.492,0.3108393163654164,6568
14830.0,19,352,62.1,3,0.379,0.5131608494191676,1211
14831.0,18,102,71.99,7,0.355,0.29869016869330195,7677
14832.0,20,0,64.81,3,0.162,0.11913654901759584,22397
14833.0,18,0,86.91,0,0.268,0.13979878438646687,21393
14834.0,17,0,84.49,1,0.268,0.1407763791894168,21340
14835.0,17,0,73.88,6,0.282,0.21255042164092777,15943
14836.0,20,119,68.93,6,0.326,0.2889480001785217,8543
14837.0,19,0,90.54,6,0.403,0.25152158121722434,12384
14838.0,18,407,55.12,2,0.347,0.5522079733480787,1072
14839.0,17,108,95.21,0,0.401,0.25124852711424894,12412
14840.0,17,185,70.72,9,0.438,0.41337805066015937,2115
14841.0,17,40,78.61,5,0.325,0.22189482209879763,15127
14842.0,17,41,79.79,10,0.425,0.3277411335281461,5293
14843.0,19,0,90.21,10,0.473,0.32429889902161446,5534
14844.0,17,87,56.39,2,0.141,0.14565206948901932,21089
14845.0,17,168,59.65,0,0.183,0.23644463968250426,13753
14846.0,18,0,76.11,10,0.371,0.30121723174614884,7432
14847.0,19,0,83.02,7,0.366,0.2543753838250445,12088
14848.0,18,99,58.26,2,0.162,0.1642103817895979,19884
14849.0,17,72,63.43,10,0.327,0.3214033210356674,5792
14850.0,19,0,67.04,1,0.141,0.07551889177074723,23845
14851.0,18,389,90.0,0,0.552,0.5584641279958248,1050
14852.0,17,191,69.17,5,0.358,0.34990058935163476,4137
14853.0,19,11,96.65,2,0.382,0.20376045365788875,16709
14854.0,20,124,66.39,2,0.238,0.2145040993049415,15772
14855.0,19,0,56.98,8,0.195,0.23231069454518977,14147
14856.0,17,145,55.04,4,0.206,0.25041283355730726,12512
14857.0,18,0,85.14,1,0.273,0.1436232672588234,21192
14858.0,19,0,84.55,2,0.287,0.15756053356982844,20308
14859.0,20,74,86.18,5,0.403,0.26833558333394536,10678
14860.0,20,193,69.5,7,0.398,0.3877784264622673,2761
14861.0,20,403,68.37,7,0.531,0.6477770487832204,838
14862.0,20,0,50.44,10,0.183,0.2697133695945943,10522
14863.0,19,37,68.59,2,0.196,0.124663867368666,22145
14864.0,19,85,53.69,9,0.247,0.2970295363792393,7822
14865.0,19,0,79.41,10,0.395,0.30665544203757106,6927
14866.0,19,173,53.84,8,0.289,0.35628907358610246,3871
14867.0,19,0,94.24,6,0.43,0.2604736120998502,11452
14868.0,17,0,76.21,7,0.317,0.23988917112685135,13462
14869.0,20,0,91.24,3,0.353,0.19761829031655284,17221
14870.0,17,0,79.02,9,0.374,0.28660492975648305,8760
14871.0,18,0,80.73,8,0.368,0.26992466897185374,10502
14872.0,18,630,87.95,2,0.73101,0.7798457393077345,418
14873.0,20,40,55.34,3,0.12,0.12099585112022064,22340
14874.0,17,70,56.93,7,0.224,0.245285462683074,13010
14875.0,18,0,95.42,6,0.438,0.26281769179818093,11228
14876.0,18,0,57.54,2,0.091,0.07088300840794415,23975
14877.0,17,38,96.56,6,0.472,0.2861866220562158,8792
14878.0,17,0,55.48,8,0.185,0.2301034529975031,14363
14879.0,18,21,81.6,2,0.279,0.15674281212855226,20362
14880.0,20,0,90.49,9,0.457,0.3078864010209536,6810
14881.0,18,0,86.67,3,0.32,0.1817463693105475,18505
14882.0,20,148,89.11,4,0.456,0.329503294778947,5201
14883.0,19,106,68.13,4,0.275,0.23228461494545616,14153
14884.0,20,172,96.21,3,0.505,0.3580089388581006,3802
14885.0,20,10,76.76,3,0.255,0.15684775474631954,20357
14886.0,19,253,60.01,8,0.388,0.4568085437383111,1491
14887.0,19,0,95.33,5,0.419,0.24460617343962068,13078
14888.0,17,0,91.69,6,0.411,0.2536366591851156,12156
14889.0,19,126,80.92,9,0.472,0.3748760444413428,3176
14890.0,17,63,70.87,9,0.357,0.3072336320676545,6873
14891.0,19,132,91.51,8,0.535,0.38373388082255006,2901
14892.0,19,0,89.07,4,0.356,0.20876142103684314,16254
14893.0,20,0,76.23,3,0.244,0.150816548566819,20800
14894.0,19,2,62.22,2,0.126,0.08421265576734353,23629
14895.0,18,634,86.21,9,0.73101,0.95033806878577,23
14896.0,18,177,91.54,5,0.511,0.3813539780519455,2977
14897.0,19,65,59.09,1,0.127,0.10870540639893159,22774
14898.0,18,185,56.94,7,0.302,0.35586227335547527,3890
14899.0,18,0,88.18,7,0.404,0.26522243238740256,10974
14900.0,18,9,93.07,7,0.445,0.28013330710022744,9426
14901.0,19,43,65.28,3,0.194,0.14296743501113746,21227
14902.0,17,113,79.61,2,0.327,0.23376936060952902,14006
14903.0,19,169,55.82,10,0.337,0.390602617913548,2680
14904.0,18,0,88.94,8,0.428,0.2860489491736289,8814
14905.0,18,0,90.44,4,0.366,0.2122372371395165,15959
14906.0,18,34,58.4,0,0.083,0.055640476808117324,24340
14907.0,17,0,87.42,2,0.308,0.16658112101517092,19725
14908.0,19,0,69.33,9,0.303,0.2712471666586567,10369
14909.0,19,58,76.04,8,0.373,0.29340862628404296,8132
14910.0,20,52,95.42,2,0.401,0.22663718112387934,14711
14911.0,18,147,93.05,6,0.52,0.3687234966298252,3376
14912.0,19,4,71.48,0,0.158,0.08137738306501718,23706
14913.0,19,634,91.9,1,0.73101,0.76105790984287,477
14914.0,19,36,63.12,10,0.301,0.2998385612433671,7569
14915.0,19,138,57.13,1,0.162,0.2011385356553942,16952
14916.0,20,0,69.07,8,0.283,0.25008345942135235,12550
14917.0,20,0,74.68,2,0.215,0.12481133720885029,22136
14918.0,17,100,77.7,4,0.341,0.24911065863760204,12657
14919.0,18,0,59.06,1,0.084,0.04565513341932092,24496
14920.0,19,87,73.73,7,0.358,0.2899125934002369,8441
14921.0,19,48,59.31,2,0.136,0.1087651581574691,22771
14922.0,18,100,68.34,7,0.327,0.28969426212805344,8467
14923.0,17,100,79.47,10,0.462,0.36735904252364115,3438
14924.0,19,65,68.01,6,0.283,0.2385604895559797,13587
14925.0,19,330,50.44,5,0.315,0.4928737141412053,1273
14926.0,17,171,83.91,3,0.415,0.32644906436683296,5372
14927.0,19,109,75.15,7,0.383,0.3118439641279944,6501
14928.0,20,398,56.76,3,0.371,0.5602017551707252,1045
14929.0,19,90,54.19,1,0.109,0.13277785559226052,21747
14930.0,20,0,69.31,9,0.303,0.271744538356268,10314
14931.0,18,0,96.97,7,0.468,0.28464435737110694,8975
14932.0,17,163,68.32,3,0.297,0.28110599579342355,9327
14933.0,19,106,98.9,2,0.462,0.2827563335971972,9148
14934.0,17,0,86.16,10,0.444,0.317192267422321,6128
14935.0,17,634,98.71,9,0.73101,0.9560856615013343,17
14936.0,17,0,92.85,9,0.474,0.31137764642649474,6529
14937.0,20,0,90.72,2,0.332,0.17983044005274929,18684
14938.0,20,0,58.8,3,0.118,0.10619371714570557,22875
14939.0,18,42,65.66,1,0.16,0.09906850360581532,23147
14940.0,19,94,83.99,4,0.382,0.26054729046301645,11443
14941.0,18,0,66.52,0,0.12,0.05763912714538279,24313
14942.0,17,634,79.13,2,0.725,0.7772997317965649,429
14943.0,20,15,54.76,9,0.208,0.2587038290992386,11650
14944.0,20,0,74.54,6,0.287,0.21547195504507546,15698
14945.0,18,175,87.2,7,0.515,0.40152298086168564,2399
14946.0,18,177,88.5,2,0.435,0.331256869622049,5110
14947.0,20,84,69.3,10,0.378,0.339632496161161,4565
14948.0,18,173,86.3,7,0.507,0.39760527985556526,2491
14949.0,18,181,77.97,2,0.361,0.31118108068772893,6545
14950.0,18,51,67.1,7,0.285,0.24949217995021858,12614
14951.0,18,132,53.19,10,0.293,0.3530595307384362,3999
14952.0,19,0,52.63,2,0.055,0.06637220087890527,24102
14953.0,17,0,57.71,7,0.183,0.20892815536106152,16241
14954.0,18,0,89.75,3,0.343,0.19173717230935314,17672
14955.0,18,101,55.49,4,0.18,0.20093039532303647,16969
14956.0,18,0,73.5,10,0.352,0.29725258634194324,7797
14957.0,18,0,54.89,1,0.053,0.03590887268197088,24697
14958.0,18,193,85.2,7,0.512,0.4169317995026096,2047
14959.0,18,0,53.86,7,0.155,0.20462343232597885,16629
